gender,age,marital_status,education,applicant_income,coapplicant_income,dependents,employment_type,area_type,loan_amount,loan_term_months,loan_purpose,electricity_bill_avg,electricity_payment_regularity,mobile_recharge_avg,mobile_recharge_frequency,utility_payment_consistency,govt_socioeconomic_category,credit_category,prior_repayment_record,loan_repaid
Male,35,Married,No formal education,29685.297352451973,13633.181163392203,2,Salaried,Semi-urban,641283.2339721518,60,Business,1595.5557681740272,0.5,686.4274920748715,,1.0,,None,0.82,0
Male,19,Single,Primary,17618.660852633988,5303.719231081885,5,Farmer,Urban,405311.53791986144,120,Home repair,968.5074716215705,0.5,375.5390030719306,2.813322749025682,1.0,APL,Weak,0.82,0
Male,42,Married,No formal education,3000.0,2385.6475474259364,2,Farmer,Semi-urban,81027.33071434296,84,Medical,101.60835769043669,0.5,50.0,3.5567439159490384,1.0,APL,Good,0.82,0
Female,39,Married,Primary,38904.48750364731,0.0,3,Farmer,Semi-urban,1065352.5757514047,60,Education,1883.561501340396,1.0,789.536120208084,1.4423093089675967,0.5,APL,Weak,,0
Female,20,Single,Secondary,26613.773950601342,0.0,1,Farmer,Urban,793138.0694464252,12,Medical,,0.8,537.3969122159273,1.1951153791635798,1.0,APL,Weak,0.95,0
Female,44,Single,Graduate,6810.044419755763,0.0,1,Daily wage,Semi-urban,179911.58113591,120,Education,425.21290019488237,0.5,200.97626750098817,2.562070262632153,1.0,APL,None,0.82,0
Female,46,Single,Secondary,38299.40972216855,28654.532645039046,5,Self-employed,Semi-urban,339094.3052244601,24,Business,1844.672933067688,1.0,757.0106399887023,3.549888634875531,1.0,APL,None,,1
Male,47,Married,No formal education,22326.618202373706,15882.401649847967,2,Farmer,Rural,402659.2687469562,120,Medical,855.6364243623692,,483.1182878405807,1.8036868807275297,1.0,,Weak,,0
Female,31,Single,Graduate,11609.639518945456,7670.514449065648,3,Self-employed,Rural,318443.84977852093,84,Education,,1.0,228.93033757885104,7.506066798771683,1.0,BPL,None,0.35,0
Male,52,Single,Secondary,29340.50119861168,20642.259047507403,1,Salaried,Semi-urban,181647.73492566915,120,Home repair,1256.7116025008827,1.0,606.5454713523884,2.940030066982017,1.0,APL,None,0.82,1
Male,28,Single,Graduate,40989.56641801779,16960.48710227695,1,Daily wage,Urban,1168687.7165796736,84,Marriage,2140.9580484681314,1.0,815.6623902837804,1.5302254641872315,1.0,,Good,0.95,0
Female,44,Married,Secondary,3000.0,1466.0730359076365,0,Salaried,Rural,49342.4322807361,12,Home repair,,0.8,64.34298879068055,7.507348306535476,1.0,BPL,Moderate,0.82,0
Male,39,Widowed,Primary,34005.94811819357,13336.569784383306,2,Salaried,Semi-urban,915025.2929275522,24,Agriculture,1819.737480035964,1.0,,3.466678975769377,0.8,APL,None,0.95,0
Male,30,Single,Primary,22114.23552696585,10349.932846263915,4,Salaried,Semi-urban,502778.6898122801,24,Business,481.383137243868,,402.2977031318186,,1.0,BPL,None,0.62,0
Female,33,Married,Post-graduate,9730.833817714994,0.0,1,Farmer,Rural,242536.5084354838,120,Medical,386.16976549675087,0.5,204.98296806398199,4.214760000864134,1.0,BPL,Weak,0.62,0
Male,34,Single,Primary,77841.70486546095,0.0,2,Salaried,Urban,925251.7485754056,120,Medical,4251.294084926285,0.8,1571.9763392725806,,1.0,APL,Good,0.95,0
Female,43,Married,Primary,20687.712600900053,7418.826700008997,1,Daily wage,Semi-urban,587152.887733479,60,Business,1085.4111204305973,0.2,370.8745906716043,2.3910468076777542,1.0,APL,Moderate,,0
Male,30,Married,Primary,12785.061495427266,0.0,3,Daily wage,Rural,333476.8570623653,36,Agriculture,355.14890689058717,0.5,221.35505913557756,,0.8,BPL,None,,0
Female,43,Married,No formal education,10916.730087772568,0.0,5,Self-employed,Semi-urban,173433.02443866056,120,Agriculture,973.8982603559407,0.5,275.29391742299,1.0776012451762607,1.0,,Strong,0.95,0
Female,32,Married,Primary,27410.183204581903,0.0,2,Salaried,Semi-urban,159653.39452020102,48,Agriculture,404.8671536670407,1.0,,3.815490030758101,0.8,BPL,None,0.62,0
Male,20,Married,Graduate,20013.398721219113,0.0,1,Salaried,Semi-urban,416961.5466935332,120,Business,1033.1499173648735,,472.0630520267684,3.78846891198182,1.0,APL,Moderate,,0
Female,42,Single,Secondary,11452.346731721267,6746.100628411945,3,Daily wage,Semi-urban,101800.88158372647,24,Marriage,795.1932034752534,1.0,211.72728520006783,3.9191650464520746,1.0,APL,Moderate,0.95,0
Male,66,Married,Secondary,3000.0,0.0,8,Daily wage,Rural,78683.44998409932,24,Marriage,546.3785147195567,0.2,50.0,6.59620093667872,1.0,BPL,Weak,0.95,0
Female,18,Married,Primary,32314.239615691342,0.0,8,Self-employed,Urban,448013.5426266759,48,Home repair,1565.626537297215,,699.9050966386682,2.387755213117827,1.0,APL,None,0.95,0
Male,62,Single,Secondary,8953.223279834394,6147.1889977623,5,Farmer,Rural,192013.59791024143,12,Home repair,464.71477338596924,0.5,143.34086527739046,5.847588592496097,1.0,BPL,None,,0
Male,18,Married,Primary,10567.690594531548,0.0,1,Farmer,Rural,229457.02279940448,84,Home repair,226.57486500241203,0.2,,7.798386170346279,0.5,BPL,None,0.62,0
Female,33,Married,Secondary,52949.92972010343,0.0,1,Self-employed,Semi-urban,719990.9061353479,84,Business,2510.03200095368,1.0,1039.4472779945222,,1.0,APL,Weak,,0
Female,18,Single,Secondary,29149.885460460693,11361.453535005916,3,Salaried,Urban,575489.6276318936,12,Agriculture,,0.5,542.8429173474399,2.648266398544747,1.0,APL,None,0.62,0
Male,32,Divorced,Primary,34399.310395574386,23906.502598302523,4,Farmer,Semi-urban,872683.4455621357,84,Agriculture,483.41301075726534,1.0,601.7059637925146,7.451787517274552,1.0,BPL,None,0.95,0
Female,64,Married,Secondary,13606.95494842925,0.0,1,Self-employed,Rural,104303.51687653779,48,Marriage,494.76701426964894,0.5,,,0.5,APL,Moderate,0.95,1
Female,42,Divorced,Primary,34804.98378432447,26053.754256053908,6,Salaried,Urban,976171.8305237764,84,Agriculture,1851.1083687075172,,693.6049202727622,1.686449756030422,,,None,0.95,0
Female,35,Divorced,Secondary,9058.947347017867,0.0,7,Daily wage,Rural,120016.02101723931,60,Agriculture,554.1592743572381,1.0,180.41552173507728,3.782897737942909,1.0,APL,Moderate,0.82,0
Male,47,Married,Graduate,14683.85255629034,0.0,4,Daily wage,Semi-urban,250461.02088435082,36,Business,752.0430942579527,1.0,245.1265411879554,3.0875203115797643,0.8,APL,None,,0
Female,39,Single,Secondary,6204.191036665191,4146.966721323697,4,Self-employed,Rural,85693.47805484898,36,Marriage,500.9944239502969,1.0,163.52445018634785,3.330220216724089,1.0,BPL,None,,0
Male,44,Single,Graduate,19017.771118260873,0.0,2,Daily wage,Semi-urban,108365.45627399349,36,Home repair,951.0894444760191,1.0,390.69032821018254,3.4038470754602255,1.0,APL,Moderate,0.95,0
Female,42,Married,Secondary,8007.790842916173,0.0,1,Salaried,Rural,128716.26647479009,24,Agriculture,407.71330583381257,1.0,171.77446514961323,3.7579643562764833,1.0,BPL,None,,0
Male,42,Married,Secondary,24215.253641963795,13259.024393226076,2,Farmer,Semi-urban,451995.72255293775,60,Education,1272.3102922861456,0.5,504.5457220602115,3.6109178897033356,1.0,APL,None,0.95,0
Female,23,Married,Secondary,28720.77532718171,13910.494304519603,5,Salaried,Semi-urban,795097.9100120628,120,Marriage,1088.1819936791271,,588.6637523017691,2.652108033943288,0.5,,None,0.95,0
Male,27,Single,Secondary,52473.8643516513,0.0,1,Salaried,Urban,802201.2003998563,84,Agriculture,2457.065661544653,,1079.1542363529418,1.4176563805521307,1.0,APL,None,,0
Other,41,Married,Secondary,9800.347941298163,3030.793738896431,3,Farmer,Semi-urban,177253.523570522,48,Agriculture,431.2581590536607,0.5,,1.2589104141887737,1.0,,Good,0.95,0
Female,45,Married,Primary,3000.0,1698.8757890394684,1,Daily wage,Rural,54321.54501270204,12,Home repair,50.0,0.5,50.0,1.5029164600820968,1.0,APL,Weak,,0
Male,31,Married,No formal education,15252.678068524998,6812.664810694798,1,Farmer,Rural,310284.7961784824,36,Medical,,1.0,318.39441107472294,4.624287533628025,1.0,BPL,None,0.62,0
Female,39,Divorced,No formal education,19920.63590165071,9026.528345740262,2,Self-employed,Rural,543928.8323777354,36,Home repair,,0.5,465.45379879642036,7.4603668586739,1.0,BPL,Good,0.95,0
Female,56,Widowed,No formal education,29314.332769622528,19421.858092863567,2,Daily wage,Urban,634905.2590090492,36,Agriculture,,1.0,578.2815347078481,3.84273079996935,1.0,APL,Moderate,0.62,0
Male,56,Single,Graduate,12666.57799610152,4541.940371946653,2,Daily wage,Urban,63354.2640856298,36,Medical,,,330.1474386129328,6.03684175172852,1.0,BPL,None,,1
Male,40,Married,Secondary,3236.6874084137635,0.0,5,Self-employed,Rural,42767.603079162924,36,Medical,,0.5,141.7348574644932,5.0581239219706315,1.0,BPL,Good,0.62,1
Female,38,Single,Secondary,19805.51164755091,11984.74363228752,2,Daily wage,Urban,448518.7133840439,48,Agriculture,991.2187745610038,0.5,397.3927104104731,2.578978410806945,0.8,APL,Strong,0.82,0
Male,35,Single,Graduate,5987.808116334381,0.0,4,Self-employed,Urban,41891.74859403417,24,Education,422.81036501725964,1.0,120.26604642704345,5.428770014952136,,BPL,Moderate,,0
Male,31,Married,No formal education,47076.69359078479,0.0,2,Farmer,Urban,661065.4285503858,48,Home repair,2573.680348617309,0.5,987.3987966461614,1.696964995560149,1.0,APL,None,,0
Female,47,Married,Secondary,13513.468594356445,7926.713595414019,1,Self-employed,Rural,277442.3177993854,120,Marriage,529.800359590633,0.8,212.39810706664082,1.3951737920831615,1.0,,Good,,1
Male,43,Widowed,Primary,12387.87085381232,0.0,3,Self-employed,Rural,258175.22482648492,120,Education,278.8783458121567,0.5,256.08674203403933,3.8685705160381136,1.0,BPL,None,0.95,0
Female,41,Married,Post-graduate,4842.947732863052,1699.047391601198,3,Self-employed,Semi-urban,72779.35913407792,120,Agriculture,50.0,0.8,106.99733473843007,3.919305647893258,0.8,APL,Weak,0.62,0
Male,18,Married,Secondary,12905.531142082184,6302.178277860677,1,Daily wage,Urban,175729.22133597624,120,Education,677.5069551415713,0.2,,3.9478297210376683,1.0,APL,None,0.62,0
Female,18,Divorced,Graduate,8809.461344586545,5671.3406697037235,0,Self-employed,Rural,108294.55940209898,36,Business,,0.8,244.24150677472704,6.404691901123176,,BPL,None,0.62,0
Female,37,Married,Secondary,34919.784329202994,20255.09724352706,3,Salaried,Urban,900925.0300051798,24,Marriage,492.6796759818886,1.0,580.9120936935935,7.913650524289662,0.8,BPL,None,,0
Female,37,Married,Primary,3998.183006384436,0.0,1,Daily wage,Rural,80236.1286871086,48,Business,391.7339273293727,1.0,124.21223733503653,6.054365949857756,,BPL,None,0.95,0
Male,52,Married,Primary,30626.98030071432,14200.556279609498,3,Self-employed,Semi-urban,270279.23767684336,12,Business,1313.7567952662403,1.0,,,1.0,,Moderate,,0
Female,24,Married,Primary,18110.652516963783,5741.35174360454,5,Daily wage,Urban,122126.88400079765,120,Education,477.03480090227555,0.8,319.06269343912606,5.760683939230111,0.2,BPL,None,0.95,1
Other,48,Married,Post-graduate,12373.248733264294,8072.5708349195575,3,Farmer,Semi-urban,128796.09019697372,120,Education,308.0550507607248,1.0,191.22859269428884,3.6467060548427472,0.8,,None,0.95,0
Male,47,Married,No formal education,98846.08744697491,0.0,2,Salaried,Urban,1404261.6274855186,84,Education,5008.789430545259,0.8,1950.7162441581495,,,APL,None,0.95,0
Female,30,Single,Primary,16287.514723254271,10785.768848526568,4,Farmer,Urban,383250.84458248504,84,Business,440.1057303116606,0.5,342.03266065458286,,,,None,0.82,0
Male,46,Married,Graduate,5075.211704324016,4031.970400089414,4,Salaried,Rural,110252.48758695982,12,Home repair,186.19580914514285,1.0,,1.5066462596552,0.2,APL,Strong,0.95,0
Male,32,Married,Primary,12869.951677698293,4175.701730909177,1,Self-employed,Rural,285707.42662998446,12,Education,,,256.99520673004736,1.8829715626978687,,APL,None,,0
Male,18,Single,Secondary,5416.126270280942,0.0,3,Farmer,Rural,39680.34233696391,12,Education,50.0,0.2,56.51567943681919,1.5327047044289532,1.0,APL,None,0.95,0
Female,18,Married,Secondary,9126.041911993676,0.0,2,Daily wage,Semi-urban,265507.0280230712,12,Agriculture,330.29824485124686,1.0,251.07008463087976,2.494315650754741,1.0,,None,,0
Female,29,Married,Graduate,3000.0,0.0,3,Farmer,Rural,58518.34972803305,48,Marriage,325.2464248934112,0.8,116.1143256737577,4.784017786919441,1.0,BPL,None,,0
Male,29,Married,Graduate,3274.8667464694527,0.0,5,Self-employed,Rural,19930.02229669739,60,Business,50.0,0.2,50.0,1.2205981950187692,,,Strong,,0
Male,37,Widowed,Secondary,31793.44451445621,12595.873170364139,1,Salaried,Semi-urban,848914.5998197377,48,Medical,1981.5703370748329,0.8,648.3569507031953,3.08516586880628,1.0,APL,None,0.62,0
Male,30,Married,Secondary,37144.805503089745,22941.119496798117,1,Salaried,Semi-urban,465799.49021826766,36,Education,1967.876952495935,0.5,,1.3302804993102133,0.8,,None,,0
Male,30,Widowed,Secondary,62879.2282086146,0.0,5,Salaried,Urban,593016.3412089173,60,Home repair,3482.0995112565233,1.0,1261.8060252815094,1.3904869005826401,0.8,APL,Weak,0.95,1
Other,23,Single,Secondary,8660.666908126432,0.0,1,Farmer,Rural,65343.40267661129,120,Home repair,580.4195638090175,1.0,140.77055128333518,1.7478150500746046,1.0,APL,None,,0
Female,39,Married,Primary,21136.60390543784,0.0,3,Salaried,Rural,563577.5716025437,36,Education,,1.0,519.2522932524508,3.0133150385337792,1.0,APL,None,0.95,0
Male,50,Married,Graduate,5027.700483279327,3220.8268676592184,2,Self-employed,Rural,141826.22890498076,84,Medical,522.3911648146013,,162.58035947718037,4.276210180544648,0.5,BPL,None,0.82,0
Male,44,Married,Graduate,5283.962177960576,0.0,1,Farmer,Rural,120515.14119659032,60,Medical,115.90116380602208,1.0,,3.616848666706052,0.5,APL,Good,0.95,0
Female,43,Single,Graduate,4564.888260468537,2457.440254155916,3,Salaried,Rural,84873.8562601686,36,Agriculture,325.8260309950019,,52.911379518710895,1.8830820634129113,1.0,APL,Good,,0
Male,43,Married,Secondary,3000.0,0.0,1,Self-employed,Rural,29152.42475964994,12,Marriage,409.1562455063863,1.0,64.23100241967744,4.603455228463187,0.5,BPL,Moderate,,0
Male,48,Married,Secondary,3000.0,1372.0422949550118,3,Self-employed,Rural,53599.765405648504,48,Agriculture,,,59.2132839228677,3.25598672094316,,BPL,Good,,0
Female,25,Married,Secondary,14651.659902880358,0.0,0,Salaried,Urban,157623.56620941358,60,Education,,1.0,271.96078186919823,3.905201204904773,1.0,,Weak,0.95,0
Male,18,Single,Secondary,16197.29493092095,5884.331126005728,4,Daily wage,Semi-urban,331347.43811053975,36,Agriculture,857.8047054915145,0.8,289.4282948656735,1.6318732217622633,0.5,APL,None,0.95,0
Male,58,Married,Primary,33180.538339373736,0.0,6,Self-employed,Semi-urban,949048.6329717368,12,Agriculture,1625.8629711824215,1.0,644.497290223955,2.8604122723356866,0.8,APL,None,0.82,0
Male,40,Married,Secondary,22243.226245155216,0.0,2,Farmer,Urban,518444.563475848,60,Business,460.7378473825076,1.0,398.25796414742774,5.360900224029965,1.0,BPL,Moderate,0.62,0
Female,18,Married,Secondary,21528.54446661564,15492.838359168114,2,Self-employed,Semi-urban,121990.27274806544,12,Home repair,1032.9773576471625,1.0,471.1926343735089,3.1181578058661423,0.2,,None,0.95,1
Other,46,Divorced,Secondary,5577.636225142752,2496.908393668719,2,Farmer,Rural,46840.71389416992,120,Home repair,105.75250234147427,0.2,197.87554309678944,2.2325702573277986,0.8,APL,Weak,0.62,0
Male,50,Single,Primary,20489.41530880553,0.0,2,Farmer,Semi-urban,281406.4706594076,48,Medical,581.2926785456872,1.0,331.154167712468,5.437637106103551,1.0,BPL,Weak,0.95,0
Female,47,Married,Secondary,7543.557420379323,4267.865961689679,1,Daily wage,Rural,129317.50883754515,36,Home repair,214.57068500504545,1.0,259.55911879348196,3.566705923407427,1.0,BPL,None,0.95,0
Male,18,Married,Graduate,16080.852204421431,0.0,2,Self-employed,Urban,328776.4255537829,84,Marriage,521.1208605679913,0.5,445.5392032480976,,1.0,APL,Weak,0.82,0
Female,35,Single,Primary,25167.16370210507,13723.423100668033,3,Salaried,Urban,257694.52959783332,84,Education,1311.867265286567,0.2,470.64192997586616,1.1348648680040685,,APL,Weak,,0
Female,31,Married,Secondary,12524.159682637925,6437.9972432531285,1,Self-employed,Urban,251997.47577469636,36,Medical,,1.0,183.45706919418126,3.539267255079675,1.0,,None,0.35,0
Female,35,Married,Primary,23431.257260512524,7488.905502370808,2,Salaried,Rural,318073.58041408873,48,Agriculture,377.8381716890185,1.0,475.98173889813955,6.09423451146267,,BPL,None,,0
Male,31,Married,Secondary,32855.96095915495,12713.142962011,5,Self-employed,Semi-urban,490414.0693745501,36,Home repair,,0.8,625.2090898967655,2.8629038848242065,,APL,None,0.95,0
Male,35,Single,Secondary,16055.872924633195,8606.317900794727,5,Self-employed,Rural,366879.7301262711,60,Marriage,566.7775568678037,0.5,354.96056535938453,,0.2,BPL,Moderate,,0
Male,59,Married,Secondary,47501.991036565734,0.0,2,Farmer,Urban,1242484.1804556032,48,Home repair,2285.387547480012,0.8,993.3974771833446,3.5452233964403677,0.2,,None,0.62,0
Male,39,Single,No formal education,23319.34417104132,0.0,1,Self-employed,Rural,548956.5267492335,36,Medical,,0.2,425.729934333649,4.288482281011887,1.0,BPL,None,,0
Female,36,Widowed,Primary,10204.75946991644,0.0,5,Self-employed,Urban,301696.8094435505,12,Business,520.0076668766766,1.0,229.41641424569613,,1.0,APL,None,0.95,0
Other,44,Married,Secondary,17800.480476432065,13970.959368200873,1,Farmer,Semi-urban,441656.6180238735,84,Medical,974.8128316357298,0.8,313.57955615711495,3.976829976644034,0.8,APL,Moderate,0.62,0
Male,22,Married,Secondary,3000.0,0.0,3,Daily wage,Rural,31563.73623815652,48,Medical,50.0,,80.07686639546367,,,APL,Good,,0
Male,54,Married,Graduate,6599.192404217206,0.0,3,Salaried,Rural,86273.84258743783,120,Education,,0.8,158.5331895524442,,1.0,APL,Weak,0.62,0
Male,76,Single,No formal education,8982.907337452405,5050.312827399692,2,Salaried,Rural,193738.52557180988,48,Medical,605.8316042013963,0.5,237.0071117880958,2.8934742351287532,1.0,APL,None,,0
Male,45,Married,Secondary,78049.87499441853,59637.03767725529,1,Self-employed,Urban,795784.6164945061,84,Business,,0.8,1715.0099073419053,2.209860952438203,0.5,,Moderate,,0
Male,51,Married,Primary,8242.148123516134,5987.096078628473,1,Daily wage,Urban,174861.54854719693,24,Business,522.938930724897,1.0,50.0,2.7558777296947827,0.8,APL,None,,0
Male,32,Married,No formal education,14442.710339421988,5206.633427491547,3,Salaried,Rural,134276.67612136606,36,Medical,692.404591244831,,247.67762813832337,2.5735031067513607,,,Strong,,0
Male,42,Married,No formal education,50473.730942225644,0.0,3,Self-employed,Urban,320103.68272078066,12,Business,2447.3214132390513,1.0,955.2828759087499,3.2847898803089493,0.5,APL,Good,,1
Female,42,Married,Secondary,15242.272220178205,0.0,2,Self-employed,Rural,91378.34393475286,120,Agriculture,489.71814117343786,1.0,,4.906737410900972,1.0,BPL,None,0.95,0
Female,45,Married,Primary,25539.176489622172,0.0,4,Self-employed,Semi-urban,223242.51249260688,60,Home repair,429.25550255845224,1.0,577.9206076061231,5.318196792983178,0.8,BPL,None,,0
Male,25,Married,Primary,19938.835828627005,11036.229177120515,1,Self-employed,Semi-urban,418326.9678609453,36,Marriage,859.6861103077299,0.8,390.5531576115585,1.37567770360962,1.0,APL,Good,0.95,0
Male,38,Single,Graduate,11312.029502783711,0.0,6,Salaried,Semi-urban,317886.31974087725,48,Home repair,,1.0,289.40357299446015,2.9973500302968104,1.0,APL,None,0.82,0
Male,36,Married,Secondary,17329.59010193214,0.0,4,Salaried,Rural,208555.3885858755,24,Medical,359.82907948596153,1.0,287.5656685774623,5.3984647311768725,1.0,BPL,Moderate,,0
